Listing ID,Sale Price,LTM Multiple,Last 12 Months,3-Year Average,Earnings Since 2022,Dollar Age,Track Included,Last Transaction Price,Last Transaction Date,Term,Marketplace Median,Minimum Bid,Asset ID,Offer Info,Earnings Since 2021,Tracks Included,Earnings Since 2019,Earnings Since 2014,Years Remaining,Expiration Date,Earnings Since 2018,Earnings Since 2015,Earnings Since 2009,Earnings Since 2013,,,,,,,,
3889,"$55,600 ",3.62 x LTM,"$15,348 ",—,,1.61 Years,5,Life of Rights,,"$15,348 ",3889,,,,,,,,,,,"$18,591 ",,,,,,,,,,
3870,"$13,995 ",8.36 x LTM,"$1,673 ","$2,859 ",,5.28 Years,5,Term Advance 10-Year,,"$11,000 ",3870,"$27,827 ",,,10,4-Apr-31,,,,,,,,,,,,,,,,
3888,"$65,000 ",3.77 x LTM,"$17,220 ",—,,1.83 Years,4,Life of Rights,,"$17,220 ",3888,,,,,,,,,,,,,,,,,"$55,809 ",,,,
3064,"$138,782 ",9.93 x LTM,"$13,978 ","$19,271 ",,7.72 Years,58,Term Advance 10-Year,,"$138,500 ",3064,,,"$417,980 ",7.87,15-Feb-29,,,,,,,,,,,,,,,,
3699,"$26,709 ",8.16 x LTM,"$3,274 ","$5,217 ",,4.38 Years,17,Life of Rights,,"$15,500 ",3699,,,,,,"$22,146 ",,,,,,,,,,,,,,,
3871,"$70,000 ",10.32 x LTM,"$6,784 ","$6,753 ",,11.95 Years,79,Term Advance 30-Year,,"$6,784 ",3871,,,,30,30-Mar-51,,,,"$79,732 ",,,,,,,,,,,,
2922,"$500,000 ",13.74 x LTM,"$36,402 ","$39,639 ",,10.34 Years,51,Life of Rights,,"$181,883 ",2922,,,,,,,,,"$483,051 ",,,,,,,,,,,,
3873,"$70,500 ",13.30 x LTM,"$5,302 ","$5,765 ",,13.19 Years,40,Life of Rights,,"$5,302 ",3873,,,,,,,,,,,,,,,,"$20,799 ",,,,,
3716,"$18,200 ",14.31 x LTM,"$1,272 ","$1,256 ",,8.23 Years,52,Life of Rights,,"$17,000 ",3716,,,,,,,,,,,,,,,"$11,444 ",,,,,,
3799,"$400,000 ",8.21 x LTM,"$48,725 ","$31,040 ",,7.70 Years,68,Life of Rights,,"$225,000 ",3799,,,,,,,,,,,,,,"$158,433 ",,,,,,,
3864,"$12,436 ",8.00 x LTM,"$1,555 ","$1,590 ","$13,996 ",10.29 Years,85,Life of Rights,,"$1,555 ",3864,,,,,,,,,,,,,,,,,,,,,
3855,"$129,000 ",10.62 x LTM,"$12,151 ","$13,442 ",,26.22 Years,2,Life of Rights,,"$110,000 ",3855,,,,,,,,,,,,,,,"$114,839 ",,,,,,
3854,"$9,500 ",6.95 x LTM,"$1,366 ","$1,789 ",,6.52 Years,16,Term Advance 10-Year,,"$4,188 ",3854,"$22,101 ",,,7.16,3-May-28,,,,,,,,,,,,,,,,
3840,"$11,500 ",5.34 x LTM,"$2,153 ","$3,674 ",,4.75 Years,,Term Advance 10-Year,,"$5,000 ",3840,,,,10,27-Feb-31,,,,,,,1,,"$19,405 ",,,,,,,
3846,"$9,550 ",5.02 x LTM,"$1,903 ","$2,047 ",,3.60 Years,38,Life of Rights,,"$5,000 ",3846,,,,,,,,,,,,,"$9,238 ",,,,,,,,
3841,"$60,501 ",11.80 x LTM,"$5,126 ","$4,716 ",,18.72 Years,33,Life of Rights,,"$50,000 ",3841,,,,,,,,,,,,,,,,,,"$21,439 ",,,
3825,"$17,000 ",8.49 x LTM,"$2,002 ","$1,816 ",,5.52 Years,4,Life of Rights,,"$15,000 ",3825,"$9,102 ",,,,,,,,,,,,,,,,,,,,
3838,"$50,000 ",8.38 x LTM,"$5,966 ","$6,171 ",,7.80 Years,21,Life of Rights,,"$25,000 ",3838,,,,,,,,,,,,,,,"$79,016 ",,,,,,
3836,"$2,500 ",4.42 x LTM,$566 ,—,,2.54 Years,3,Life of Rights,,"$1,000 ",3836,,,,,,,,,,,,,,,,,"$1,297 ",,,,
3834,"$150,000 ",8.11 x LTM,"$18,496 ","$20,246 ",,6.25 Years,,Life of Rights,,"$50,000 ",3834,"$159,610 ",,,,,,,,,,,1,,,,,,,,,
3659,"$6,750 ",5.71 x LTM,"$1,182 ","$1,004 ","$10,819 ",10.62 Years,3,Term Advance 10-Year,,"$6,500 ",3659,,,,7.9,18-Jan-29,,,,,,,,,,,,,,,,
3830,"$13,800 ",9.45 x LTM,"$1,460 ","$2,557 ",,4.07 Years,65,Life of Rights,,"$13,000 ",3830,,,,,,,,,,,,,,"$9,837 ",,,,,,,
3771,"$13,000 ",11.74 x LTM,"$1,107 ","$1,797 ","$21,533 ",10.51 Years,,Life of Rights,,"$5,000 ",3771,,,,,,,,,,,,1,,,,,,,,,
3758,"$27,250 ",10.85 x LTM,"$2,511 ","$2,202 ",,16.46 Years,123,Life of Rights,,"$24,000 ",3758,,"$139,948 ",,,,,,,,,,,,,,,,,,,
3817,"$21,368 ",10.70 x LTM,"$1,997 ","$2,041 ","$21,213 ",38.12 Years,31,Life of Rights,,"$7,520 ",3817,,,,,,,,,,,,,,,,,,,,,
3808,"$87,000 ",5.88 x LTM,"$14,806 ","$18,844 ",,3.64 Years,3,Life of Rights,,"$25,000 ",3808,,,,,,,,,,,,,,,,"$57,948 ",,,,,
3812,"$77,000 ",5.84 x LTM,"$13,180 ","$18,983 ",,3.77 Years,3,Life of Rights,,"$25,000 ",3812,,,,,,,,,,,,,,,,"$57,448 ",,,,,
3811,"$47,500 ",6.86 x LTM,"$6,927 ","$8,200 ",,3.75 Years,3,Life of Rights,,"$20,000 ",3811,,,,,,,,,,,,,,,,"$30,008 ",,,,,
3807,"$38,500 ",6.87 x LTM,"$5,602 ","$6,409 ",,3.75 Years,3,Life of Rights,,"$10,000 ",3807,,,,,,,,,,,,,,,,"$20,691 ",,,,,
3776,"$380,000 ",5.72 x LTM,"$66,450 ","$109,427 ",,3.50 Years,,Life of Rights,,"$121,114 ",3776,,,,,,,,,,,,1,,,,"$328,282 ",,,,,
3571,"$10,500 ",2.56 x LTM,"$4,104 ",—,,1.25 Years,,Term Advance 10-Year,,"$10,500 ",3571,,,,9.57,4-Sep-30,,,,,,"$5,029 ",1,,,,,,,,,
3529,"$27,778 ",4.61 x LTM,"$6,019 ","$6,418 ",,7.23 Years,314,Term Advance 10-Year,,"$9,482 ",3529,,,,8.5,8-Aug-29,,,,,,,,,,"$92,028 ",,,,,,
3090,"$9,783 ",6.73 x LTM,"$1,454 ","$1,691 ",,7.09 Years,30,Life of Rights,,"$9,202 ",3090,,,"$33,765 ",,,,,,,,,,,,,,,,,,
3795,"$7,000 ",5.83 x LTM,"$1,200 ","$1,257 ",,11.37 Years,27,Term Advance 10-Year,,"$1,200 ",3795,,,,10,4-Feb-31,,,,"$14,487 ",,,,,,,,,,,,
3788,"$4,500 ",3.17 x LTM,"$1,420 ",$801 ,,4.70 Years,30,Life of Rights,,"$1,420 ",3788,"$13,497 ",,,,,,,,,,,,,,,,,,,,
3764,"$36,500 ",10.32 x LTM,"$3,536 ","$3,541 ",,19.44 Years,109,Term Advance 30-Year,,"$34,000 ",3764,,,,30,31-Jan-51,,,,,,,,,,,,,,"$32,781 ",,"$32,781 "
3694,"$275,000 ",9.01 x LTM,"$30,518 ","$43,842 ",,6.00 Years,,Life of Rights,,"$40,000 ",3694,,,,,,,,,,,,1,,,,,,"$428,825 ",,,
3780,"$10,000 ",6.87 x LTM,"$1,455 ","$2,665 ",,4.64 Years,19,Life of Rights,,"$5,000 ",3780,,,,,,,,,,,,,,"$16,797 ",,,,,,,
3728,"$120,000 ",10.09 x LTM,"$11,893 ","$11,299 ","$79,435 ",7.38 Years,98,Life of Rights,,"$12,000 ",3728,,,,,,,,,,,,,,,,,,,,,
3633,"$100,000 ",3.73 x LTM,"$26,810 ","$53,700 ",,3.21 Years,77,Term Advance 10-Year,,"$24,000 ",3633,"$232,355 ",10,26-Jan-31,,,,,,,,,,,,,,,,,,
3770,"$20,000 ",6.34 x LTM,"$3,156 ","$5,577 ",,4.27 Years,6,Life of Rights,,"$3,156 ",3770,,,,"$26,424 ",,,,,,,,,,,,,,,,,
2811,"$4,050 ",11.35 x LTM,$357 ,"$1,298 ",,3.82 Years,20,Term Advance 10-Year,,"$2,103 ",2811,,8.42,24-Jun-29,,"$10,201 ","$5,050 ",24-Jun-19,,,,,,,,,,,,,,
3730,"$54,348 ",14.50 x LTM,"$3,748 ","$3,629 ",,11.50 Years,,Life of Rights,,"$40,000 ",3730,,,,,,"$50,000 ",27-Jul-20,"$40,920 ",1,,,,,,,,,,,,
3745,"$10,850 ",8.24 x LTM,"$1,317 ",—,,8.42 Years,,Life of Rights,,"$1,500 ",3745,,,,,,,,,1,"$2,783 ",,,,,,,,,,,
3707,"$10,000 ",9.62 x LTM,"$1,040 ","$1,118 ",,21.41 Years,57,Life of Rights,,"$3,411 ",3707,,,,,,"$7,223 ",23-Mar-20,"$9,830 ",,,,,,,,,,,,,
3743,"$15,000 ",9.15 x LTM,"$1,640 ","$1,846 ",,3.08 Years,8,Life of Rights,,"$1,500 ",3743,,,,,,,,,,,"$5,539 ",,,,,,,,,,
3742,"$7,150 ",8.67 x LTM,$824 ,$696 ,,8.25 Years,,Life of Rights,,"$1,000 ",3742,"$5,723 ",,,,,,,,1,,,,,,,,,,,,
3634,"$11,500 ",4.19 x LTM,"$2,745 ","$2,613 ",,4.95 Years,13,Term Advance 10-Year,,"$9,000 ",3634,,8.39,5-Jun-29,,"$11,332 ","$7,100 ",5-Jun-19,,,,,,,,,,,,,,
3314,"$320,513 ",5.58 x LTM,"$57,398 ","$58,402 ",,3.72 Years,30,Life of Rights,,"$317,000 ",3314,,,,,,"$275,000 ",7-Feb-20,,,,,"$219,514 ",,,,,,,,,
3627,"$84,974 ",7.70 x LTM,"$11,040 ","$10,925 ",,6.57 Years,3,Life of Rights,,"$12,000 ",3627,"$96,558 ",,,,,,,,,,,,,,,,,,,,
3628,"$80,000 ",7.86 x LTM,"$10,177 ","$13,525 ",,6.40 Years,8,Life of Rights,,"$12,000 ",3628,,,,,,,,,,,,,"$165,027 ",,,,,,,,
3482,"$12,000 ",5.58 x LTM,"$2,149 ","$2,409 ",,6.07 Years,46,Term Advance 10-Year,,"$11,000 ",3482,,8.05,9-Jan-29,,,"$12,800 ",9-Jan-19,,,,,,,"$27,910 ",,,,,,,
3663,"$9,500 ",0.60 x LTM,"$15,818 ",—,,1.59 Years,14,Term Advance 10-Year,,"$3,000 ",3663,,10,18-Dec-30,,,,,,,"$22,660 ",,,,,,,,,,,
3642,"$5,796 ",6.69 x LTM,$867 ,$815 ,,1.66 Years,92,Life of Rights,,"$4,000 ",3642,,,,,,"$1,870 ",4-Feb-20,,,,,,"$3,069 ",,,,,,,,
3667,"$5,978 ",6.63 x LTM,$902 ,"$1,122 ",,34.20 Years,13,Term Advance 10-Year,,"$4,000 ",3667,,8.31,10-Apr-29,,,"$5,900 ",27-Jun-20,,,,,,,,"$12,488 ",,,,,,
3645,"$6,490 ",8.92 x LTM,$728 ,"$1,434 ",,2.54 Years,31,Life of Rights,,"$6,000 ",3645,,,,"$6,637 ",,"$3,116 ",20-Feb-20,,,,,,,,,,,,,,
3157,"$25,000 ",7.48 x LTM,"$3,341 ","$6,247 ",,4.59 Years,5,Term Advance 10-Year,,"$18,274 ",3157,,7.59,9-Jul-28,,"$59,432 ","$45,600 ",9-Jul-18,,,,,,,,,,,,,,
3606,"$400,000 ",6.31 x LTM,"$63,368 ","$51,174 ",,5.20 Years,111,Life of Rights,,"$70,000 ",3606,,,,"$195,642 ",,,,,,,,,,,,,,,,,
3599,"$230,000 ",5.92 x LTM,"$38,853 ","$33,158 ",,3.22 Years,94,Life of Rights,,"$120,000 ",3599,,,,,,,,,,,,,"$128,605 ",,,,,,,,
3201,"$35,000 ",4.52 x LTM,"$7,741 ","$9,723 ",,3.48 Years,236,Term Advance 10-Year,,"$11,218 ",3201,,8.05,14-Dec-28,,,"$38,450 ",14-Dec-18,,,,,,"$70,748 ",,,,,,,,
3572,"$16,666 ",5.02 x LTM,"$3,319 ","$3,068 ",,10.94 Years,3,Term Advance 10-Year,,,3572,,9.77,27-Aug-30,,,"$15,000 ",27-Aug-20,"$90,549 ",,,,,,,,,,,,,
3592,"$10,800 ",3.86 x LTM,"$2,795 ","$2,751 ",,5.09 Years,26,Term Advance 10-Year,,"$10,499 ",3592,,8.19,25-Jan-29,,,"$10,000 ",16-Nov-19,,,,,,"$11,212 ",,,,,,,,
3583,"$105,882 ",2.89 x LTM,"$36,650 ","$18,825 ",,1.90 Years,15,Life of Rights,,"$61,000 ",3583,,,,,,,,,,,"$56,474 ",,,,,,,,,,
3555,"$158,000 ",7.01 x LTM,"$22,546 ","$31,531 ",,5.53 Years,110,Life of Rights,,"$22,546 ",3555,,,,,,,,,,,,,,,,"$203,012 ",,,,,
3563,"$30,588 ",1.79 x LTM,"$17,052 ",—,,0.73 Years,4,Term Advance 30-Year,,"$17,052 ",3563,,30,23-Oct-50,,,,,,,,,,,,,,"$17,052 ",,,,
3370,"$43,478 ",6.10 x LTM,"$7,133 ","$8,544 ",,5.80 Years,115,Term Advance 10-Year,,"$11,110 ",3370,,9.15,16-Dec-29,,,"$26,000 ",16-Dec-19,,,,,,,"$62,741 ",,,,,,,
2830,"$100,000 ",4.92 x LTM,"$20,338 ","$16,872 ",,13.51 Years,107,Term Advance 10-Year,,"$100,000 ",2830,,8.25,15-Jan-29,,,"$64,500 ",15-Jan-19,,,,,,,,,,,"$169,586 ",,,
3547,"$52,118 ",10.50 x LTM,"$4,964 ","$3,777 ",,21.99 Years,45,Term Advance 30-Year,,"$4,964 ",3547,,30,8-Oct-50,,,,,"$30,517 ",,,,,,,,,,,,,
3531,"$11,888 ",5.25 x LTM,"$2,264 ","$1,696 ",,6.88 Years,3,Term Advance 10-Year,,"$3,872 ",3531,"$16,964 ",8.04,23-Oct-28,,,"$9,600 ",23-Oct-18,,,,,,,,,,,,,,
3123,"$22,000 ",11.52 x LTM,"$1,909 ","$3,839 ",,4.18 Years,5,Life of Rights,,"$20,000 ",3123,,,,"$19,124 ",,"$16,050 ",7-Oct-19,,,,,,,,,,,,,,
3534,"$164,900 ",5.33 x LTM,"$30,950 ","$31,026 ",,2.85 Years,64,Life of Rights,,"$150,000 ",3534,,,,,,,,,,,,,,,,"$105,912 ",,,,,
3540,"$7,624 ",4.35 x LTM,"$1,751 ","$2,731 ",,3.59 Years,65,Life of Rights,,"$7,224 ",3540,,,,"$9,544 ",,"$7,624 ",3-Sep-20,,,,,,,,,,,,,,
3536,"$25,000 ",5.50 x LTM,"$4,543 ",—,,1.50 Years,,Life of Rights,,"$18,000 ",3536,,,,,,,,,1,,,,,,,,,,"$4,679 ",,
2796,"$47,500 ",4.04 x LTM,"$11,763 ","$12,120 ",,6.29 Years,102,Term Advance 10-Year,,"$47,500 ",2796,,7.68,5-Jun-28,,,"$46,000 ",5-Jun-18,"$137,816 ",,,,,,,,,,,,,
3159,"$30,000 ",9.65 x LTM,"$3,110 ","$4,923 ",,17.97 Years,118,Term Advance 10-Year,,"$17,094 ",3159,,8.51,4-Apr-29,,,"$40,026 ",4-Apr-19,,,,,,,,,,,,,"$53,492 ",
3500,"$105,000 ",4.79 x LTM,"$21,935 ","$31,377 ",,2.65 Years,29,Life of Rights,,"$80,000 ",3500,,,,,,,,,,,"$94,391 ",,,,,,,,,,
3520,"$44,000 ",5.51 x LTM,"$7,986 ","$7,831 ",,4.13 Years,57,Life of Rights,,"$7,986 ",3520,,,,,,,,,,,,"$38,717 ",,,,,,,,,
3243,"$24,500 ",6.64 x LTM,"$3,691 ","$8,506 ",,4.50 Years,4,Term Advance 10-Year,,"$15,000 ",3243,,8.88,1-Aug-29,"$40,078 ",,"$28,632 ",1-Aug-19,,,,,,,,,,,,,,
3316,"$10,500 ",3.64 x LTM,"$2,886 ","$1,819 ",,4.11 Years,84,Term Advance 10-Year,,"$7,500 ",3316,,9.17,15-Nov-29,,,"$10,324 ",15-Nov-19,"$15,624 ",,,,,,,,,,,,,
3269,"$8,600 ",4.11 x LTM,"$2,093 ","$2,984 ",,4.00 Years,2,Term Advance 10-Year,,"$4,803 ",3269,,7.95,17-Aug-28,"$10,457 ",,"$14,500 ",17-Aug-18,,,,,,,,,,,,,,
3502,"$10,000 ",4.04 x LTM,"$2,478 ",—,,1.63 Years,26,Term Advance 10-Year,,,3502,,10,4-Sep-30,,,,,,,"$3,423 ",,,,,,,,,,,
3497,"$18,000 ",6.25 x LTM,"$2,882 ","$2,576 ",,12.74 Years,178,Term Advance 10-Year,,,3497,,10,3-Sep-30,,,,,,,,,,,,,,,"$25,635 ",,,
3499,"$55,000 ",5.36 x LTM,"$10,257 ","$9,070 ",,10.45 Years,15,Term Advance 10-Year,,"$55,000 ",3499,,10,2-Sep-30,,,,,,,,,,,,,"$301,629 ",,,,,
3496,"$40,977 ",4.50 x LTM,"$9,106 ","$12,958 ",,4.66 Years,72,Term Advance 10-Year,,,3496,,9.97,25-Aug-30,,,"$40,977 ",25-Aug-20,,,,,"$117,883 ",,,,,,,,,
3489,"$15,000 ",4.62 x LTM,"$3,244 ","$3,004 ",,10.75 Years,3,Term Advance 10-Year,,,3489,,10,27-Aug-30,,,,,"$89,670 ",,,,,,,,,,,,,
3469,"$23,000 ",4.58 x LTM,"$5,024 ","$4,680 ",,4.05 Years,120,Term Advance 10-Year,,,3469,,10,26-Aug-30,,,,,,,,,,,,,"$23,649 ",,,,,
3474,"$28,846 ",2.97 x LTM,"$9,697 ","$7,160 ",,12.89 Years,79,Term Advance 10-Year,,"$6,834 ",3474,,8.13,8-Oct-28,,,"$23,000 ",9-Nov-19,,,,,,,,,,,"$122,465 ",,,
3472,"$70,000 ",5.26 x LTM,"$13,312 ","$15,210 ",,5.69 Years,3,Life of Rights,,,3472,,,,,,,,"$129,392 ",,,,,,,,,,,,,
3435,"$17,391 ",7.30 x LTM,"$2,383 ","$2,431 ","$10,714 ",2.87 Years,58,Life of Rights,,"$5,287 ",3435,,,,,,"$11,800 ",28-Feb-20,,,,,,,,,,,,,,
2789,"$9,950 ",4.79 x LTM,"$2,079 ","$3,327 ",,3.31 Years,187,Term Advance 10-Year,,"$9,946 ",2789,,7.95,19-Jul-28,,,"$24,500 ",19-Jul-18,,,,,,"$15,787 ",,,,,,,,
2785,"$8,500 ",6.48 x LTM,"$1,312 ","$1,265 ",,7.48 Years,78,Term Advance 10-Year,,"$1,779 ",2785,,7.64,26-Mar-28,,,"$6,400 ",26-Mar-18,,,,,,,,,"$10,528 ",,,,,
2835,"$7,959 ",6.96 x LTM,"$1,144 ","$1,095 ",,7.38 Years,430,Term Advance 10-Year,,"$6,000 ",2835,,8.7,16-Apr-29,,,"$4,094 ",16-Apr-19,"$15,859 ",,,,,,,,,,,,,
3313,"$15,224 ",10.58 x LTM,"$1,439 ","$1,743 ",,7.25 Years,,Life of Rights,,"$15,224 ",3313,,,,,,"$13,400 ",21-Feb-20,,1,,,,"$19,361 ",,,,,,,,
2931,"$50,000 ",13.02 x LTM,"$3,840 ","$3,941 ",,11.01 Years,,Life of Rights,,"$45,000 ",2931,,,,,,"$33,900 ",12-Nov-18,,1,,,,,,,,,,,,"$39,075 "
3163,"$55,855 ",9.28 x LTM,"$6,021 ","$8,690 ",,5.27 Years,21,Life of Rights,,"$20,250 ",3163,,,,,,"$43,600 ",29-Oct-19,,,,,,,,,,,,,,"$75,552 "
2829,"$16,500 ",4.23 x LTM,"$3,902 ","$3,474 ",,9.41 Years,72,Term Advance 10-Year,,"$3,704 ",2829,,8.12,6-Sep-28,,,"$13,100 ",6-Sep-18,,,,,,,,,,,,,,"$40,300 "
3155,"$15,217 ",22.41 x LTM,$679 ,$818 ,,5.11 Years,3,Life of Rights,,"$5,467 ",3155,,,,,,"$12,000 ",29-Nov-18,,,,,,,,,,,,,,"$4,730 "
3152,"$9,348 ",16.29 x LTM,$574 ,$749 ,,2.47 Years,13,Life of Rights,,"$9,348 ",3152,,,,,,"$8,450 ",9-Jul-19,,,,,,,,,,,,,,"$2,247 "
3340,"$9,989 ",5.55 x LTM,"$1,800 ","$1,348 ",,11.28 Years,20,Term Advance 10-Year,,"$8,000 ",3340,,9.56,4-Feb-30,,,"$7,748 ",4-Feb-20,,,,,,,,,,,,,,"$13,836 "
3247,"$10,200 ",5.91 x LTM,"$1,726 ","$2,101 ",,2.72 Years,8,Term Advance 10-Year,,"$7,469 ",3247,,8.86,23-May-29,,,"$17,300 ",23-May-19,,,,,,,,,,,,,,"$6,302 "
2803,"$7,500 ",10.08 x LTM,$744 ,$812 ,"$3,281 ",5.08 Years,44,"$5,200 ",24-Apr-19,Term Advance 10-Year,8.8,24-Apr-29,"$*,***","$2,211 ",2803,,,,,,,,,,,,,,,,,
2833,"$5,900 ",6.25 x LTM,$944 ,"$1,200 ","$12,100 ",13.99 Years,13,"$5,946 ",10-Apr-19,Term Advance 10-Year,8.78,10-Apr-29,"$*,***","$2,497 ",2833,,,,,,,,,,,,,,,,,
3214,"$12,500 ",4.17 x LTM,"$3,000 ","$5,118 ","$17,651 ",2.83 Years,10,"$16,200 ",15-Jan-19,Term Advance 10-Year,8.56,15-Jan-29,"$*,***","$4,350 ",3214,,,,,,,,,,,,,,,,,
3213,"$12,447 ",4.65 x LTM,"$2,677 ","$2,808 ","$8,424 ",2.75 Years,,"$13,400 ",12-Aug-19,Term Advance 10-Year,9.13,12-Aug-29,"$*,***","$10,000 ",3213,1,,,,,,,,,,,,,,,,
3186,"$4,400 ",8.82 x LTM,$499 ,$530 ,"$2,470 ",6.11 Years,16,"$3,176 ",14-Mar-19,Term Advance 10-Year,8.74,14-Mar-29,"$*,***","$3,999 ",3186,,,,,,,,,,,,,,,,,
3151,"$9,650 ",8.95 x LTM,"$1,078 ","$1,089 ","$31,777 ",10.25 Years,,"$7,100 ",24-Sep-18,Term Advance 10-Year,8.35,24-Sep-28,"$*,***",,3151,1,,,,,,,,,,,,,,,,
2823,"$12,000 ",2.61 x LTM,"$4,593 ","$10,681 ","$139,879 ",9.25 Years,,"$62,500 ",16-Mar-18,Term Advance 10-Year,7.84,16-Mar-28,"$**,***",,2823,1,,,,,,,,,,,,,,,,
3190,"$52,500 ",4.10 x LTM,"$12,806 ","$12,555 ","$120,036 ",6.26 Years,16,"$60,000 ",7-Jun-18,Term Advance 10-Year,8.07,7-Jun-28,"$**,***",,3190,,,,,,,,,,,,,,,,,
2828,"$6,316 ",9.23 x LTM,$685 ,$951 ,"$9,193 ",9.77 Years,2,"$5,400 ",18-Jan-19,Term Advance 10-Year,8.72,18-Jan-29,"$*,***",,2828,,,,,,,,,,,,,,,,,
2809,"$6,522 ",6.43 x LTM,"$1,015 ",$967 ,"$21,347 ",9.37 Years,29,"$6,900 ",26-Jun-19,Term Advance 10-Year,9.17,26-Jun-29,"$*,***",,2809,,,,,,,,,,,,,,,,,
3046,"$40,000 ",12.07 x LTM,"$3,314 ","$2,986 ","$132,157 ",13.30 Years,,"$28,000 ",21-Dec-17,Life of Rights,,,"$**,***",,3046,1,,,,,,,,,,,,,,,,
3117,"$7,300 ",2.42 x LTM,"$3,010 ","$1,618 ","$4,858 ",1.88 Years,8,"$9,500 ",2-Aug-19,Term Advance 10-Year,9.32,2-Aug-29,"$*,***",,3117,,,,,,,,,,,,,,,,,
3082,"$19,452 ",6.60 x LTM,"$2,947 ","$2,120 ","$25,634 ",16.39 Years,127,"$13,450 ",17-Jul-18,Life of Rights,,,"$**,***",,3082,,,,,,,,,,,,,,,,,
3211,"$9,600 ",6.01 x LTM,"$1,598 ","$1,682 ","$15,603 ",6.50 Years,14,"$8,500 ",23-Oct-18,Term Advance 10-Year,8.63,23-Oct-28,"$*,***",,3211,,,,,,,,,,,,,,,,,
3116,"$16,900 ",5.18 x LTM,"$3,265 ","$3,023 ","$22,766 ",9.25 Years,236,"$14,655 ",21-Aug-19,Term Advance 10-Year,9.47,21-Aug-29,"$**,***",,3116,,,,,,,,,,,,,,,,,
2813,"$36,842 ",3.81 x LTM,"$9,674 ","$9,484 ","$29,978 ",2.64 Years,99,"$37,000 ",9-Aug-19,Term Advance 10-Year,9.45,9-Aug-29,"$**,***",,2813,,,,,,,,,,,,,,,,,
3048,"$63,219 ",4.08 x LTM,"$15,476 ","$11,724 ","$69,342 ",7.95 Years,99,"$74,914 ",30-Aug-19,Term Advance 10-Year,9.52,30-Aug-29,"$**,***",,3048,,,,,,,,,,,,,,,,,
3307,,,"$18,900 ","$18,685 ",,11.23 Years,158,"$90,000 ",21-Feb-20,Term Advance 10-Year,4.87,21-Feb-30,"$**,***","$44,982 ",3307,,"$314,971 ",,,,,,,,,,,,,,,
3113,"$7,475 ",5.43 x LTM,"$1,377 ","$2,056 ","$77,102 ",14.97 Years,160,"$6,569 ",1-Aug-19,Term Advance 10-Year,9.46,1-Aug-29,"$*,***",,3113,,,,,,,,,,,,,,,,,
3079,"$10,215 ",6.93 x LTM,"$1,473 ","$1,567 ","$14,366 ",18.32 Years,2,"$8,132 ",23-Aug-19,Term Advance 10-Year,9.54,23-Aug-29,"$*,***",,3079,,,,,,,,,,,,,,,,,
2816,"$28,409 ",4.16 x LTM,"$6,833 ","$6,446 ","$48,909 ",4.60 Years,285,"$24,550 ",23-Jul-18,Term Advance 10-Year,8.46,23-Jul-28,"$**,***","$7,270 ",2816,,,,,,,,,,,,,,,,,
3060,"$16,685 ",8.30 x LTM,"$2,010 ","$1,794 ","$27,807 ",11.10 Years,,"$17,250 ",12-Jul-18,Life of Rights,,,"$*,***",,3060,1,,,,,,,,,,,,,,,,
3083,"$2,441 ",0.57 x LTM,"$4,261 ","$1,420 ","$4,261 ",0.84 Years,10,"$2,441 ",28-Nov-19,Term Advance 10-Year,9.82,28-Nov-29,—,,3083,,,,,,,,,,,,,,,,,
2990,"$8,696 ",3.89 x LTM,"$2,238 ","$1,695 ","$17,579 ",18.28 Years,129,"$7,837 ",19-Jun-19,Term Advance 10-Year,9.41,19-Jun-29,"$*,***",,2990,,,,,,,,,,,,,,,,,
2784,"$20,895 ",4.88 x LTM,"$4,285 ","$5,494 ","$124,569 ",8.95 Years,68,"$22,000 ",23-Apr-18,Term Advance 10-Year,8.26,23-Apr-28,"$**,***",,2784,,,,,,,,,,,,,,,,,
3033,"$3,200 ",3.21 x LTM,$997 ,"$1,018 ","$4,126 ",3.26 Years,62,"$3,292 ",12-Dec-19,Term Advance 10-Year,9.91,12-Dec-29,"$*,***",,3033,,,,,,,,,,,,,,,,,
2972,"$4,737 ",5.05 x LTM,$938 ,$998 ,"$38,817 ",13.51 Years,77,"$4,728 ",17-Jun-19,Term Advance 10-Year,9.44,17-Jun-29,"$*,***",,2972,,,,,,,,,,,,,,,,,
2919,"$13,500 ",4.57 x LTM,"$2,953 ","$3,515 ","$20,556 ",4.62 Years,59,"$12,515 ",25-Jan-19,Term Advance 10-Year,9.15,25-Jan-29,"$**,***",,2919,,,,,,,,,,,,,,,,,
2901,"$29,474 ",4.16 x LTM,"$7,080 ","$7,695 ","$59,961 ",16.93 Years,159,"$22,797 ",11-Jun-19,Term Advance 10-Year,9.53,11-Jun-29,"$**,***",,2901,,,,,,,,,,,,,,,,,
2798,"$22,105 ",2.38 x LTM,"$9,270 ","$5,121 ","$18,379 ",5.45 Years,5,"$19,100 ",8-Oct-18,Term Advance 10-Year,8.86,8-Oct-28,"$**,***",,2798,,,,,,,,,,,,,,,,,
2820,"$8,421 ",4.93 x LTM,"$1,708 ","$1,919 ","$12,078 ",3.25 Years,178,"$8,100 ",19-Apr-18,Term Advance 10-Year,8.4,19-Apr-28,"$*,***",,2820,,,,,,,,,,,,,,,,,
